,PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
4611,111515,Britain,Germany,France,France,Greece,Greece,France,Female,30-49
4612,111516,Britain,Sweden,None,Refused,Sweden,Sweden,Refused,Male,30-49
4613,111517,Britain,Denmark,Greece,France,Denmark,Don't know,Greece,Female,65+
4614,111518,Britain,Don't know,Germany,France,Don't know,France,Spain,Female,65+
4615,111519,Britain,Great Britain/United Kingdom,Don't know,Great Britain/United Kingdom,Sweden,Don't know,Great Britain/United Kingdom,Male,65+
4616,111520,Britain,None,None,Don't know,Don't know,Don't know,Don't know,Female,30-49
4617,111521,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
4618,111522,Britain,Don't know,Don't know,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Don't know,Female,30-49
4619,111523,Britain,Germany,France,France,Ireland,Great Britain/United Kingdom,Don't know,Female,30-49
4620,111524,Britain,France,Italy,Germany,Ireland,Great Britain/United Kingdom,Belgium,Male,50-64
4621,111525,Britain,Don't know,Greece,France,Netherlands,Italy,Don't know,Male,30-49
4622,111526,Britain,Poland,Romania,France,Netherlands,Don't know,Greece,Female,65+
4623,111527,Britain,Ireland,Greece,Germany,Ireland,Ireland,Great Britain/United Kingdom,Female,65+
4624,111528,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
4625,111529,Britain,Don't know,Italy,Germany,Spain,Spain,France,Male,65+
4626,111530,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,18-29
4627,111531,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
4628,111532,Britain,Bulgaria,Don't know,France,Bulgaria,Great Britain/United Kingdom,Don't know,Male,65+
4629,111533,Britain,Germany,Spain,France,Sweden,Sweden,Italy,Male,18-29
4630,111534,Britain,None,None,None,None,None,None,Female,50-64
4631,111535,Britain,Don't know,Don't know,Don't know,France,Don't know,Great Britain/United Kingdom,Male,50-64
4632,111536,Britain,Don't know,Don't know,Germany,Greece,Great Britain/United Kingdom,Hungary,Male,50-64
4633,111537,Britain,Don't know,Don't know,France,Denmark,Great Britain/United Kingdom,Don't know,Female,18-29
4634,111538,Britain,Sweden,Spain,France,Portugal,Great Britain/United Kingdom,France,Female,18-29
4635,111539,Britain,Don't know,Don't know,France,Czech Republic,Germany,Don't know,Female,18-29
4636,111540,Britain,Don't know,Romania,Don't know,Spain,Don't know,Don't know,Female,65+
4637,111541,Britain,Don't know,Don't know,Germany,Poland,Italy,France,Male,18-29
4638,111542,Britain,Germany,France,Don't know,Great Britain/United Kingdom,Great Britain/United Kingdom,France,Male,50-64
4639,111543,Britain,Refused,Refused,Refused,Refused,Refused,Refused,Female,50-64
4640,111544,Britain,France,Greece,Italy,Spain,Don't know,Germany,Female,30-49
4641,111545,Britain,Finland,Slovakia,Germany,Finland,Finland,France,Female,18-29
4642,111546,Britain,Italy,Don't know,Germany,France,Malta,Don't know,Male,50-64
4643,111547,Britain,Great Britain/United Kingdom,Don't know,Romania,Great Britain/United Kingdom,Don't know,Don't know,Male,65+
4644,111548,Britain,Great Britain/United Kingdom,Spain,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Germany,Female,30-49
4645,111549,Britain,Netherlands,Romania,Germany,Netherlands,France,Bulgaria,Female,65+
4646,111550,Britain,Don't know,Don't know,Don't know,Don't know,Great Britain/United Kingdom,Refused,Male,50-64
4647,111551,Britain,Germany,Don't know,Germany,France,Sweden,Don't know,Male,50-64
4648,111552,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,18-29
4649,111553,Britain,Great Britain/United Kingdom,France,Germany,Denmark,Don't know,Great Britain/United Kingdom,Male,30-49
4650,111554,Britain,Germany,Poland,Spain,Denmark,Sweden,Don't know,Female,18-29
4651,111555,Britain,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Female,65+
4652,111556,Britain,Germany,Italy,France,Spain,Great Britain/United Kingdom,Italy,Male,65+
4653,111557,Britain,Don't know,Don't know,France,Spain,Italy,France,Female,30-49
4654,111558,Britain,Don't know,Don't know,Don't know,Don't know,Germany,Don't know,Male,18-29
4655,111559,Britain,Germany,Greece,Belgium,Portugal,Great Britain/United Kingdom,France,Male,65+
4656,111560,Britain,Don't know,Don't know,Don't know,Don't know,Sweden,Don't know,Male,18-29
4657,111561,Britain,Greece,Great Britain/United Kingdom,Spain,Greece,France,Germany,Male,30-49
4658,111562,Britain,Don't know,Don't know,Don't know,Don't know,Great Britain/United Kingdom,Don't know,Female,50-64
4659,111563,Britain,Don't know,Don't know,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Germany,Female,65+
4660,111564,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
4661,111565,Britain,Germany,Romania,Germany,Belgium,Belgium,France,Male,65+
4662,111566,Britain,Sweden,Don't know,France,Sweden,Italy,Germany,Male,30-49
4663,111567,Britain,Don't know,Don't know,Don't know,Great Britain/United Kingdom,Great Britain/United Kingdom,France,Female,65+
4664,111568,Britain,Netherlands,Great Britain/United Kingdom,Netherlands,Don't know,Don't know,Great Britain/United Kingdom,Male,30-49
4665,111569,Britain,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Great Britain/United Kingdom,Don't know,Female,50-64
4666,111570,Britain,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
4667,111571,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
4668,111572,Britain,Germany,Don't know,Don't know,Malta,Don't know,Don't know,Female,65+
4669,111573,Britain,France,Don't know,Romania,France,France,Don't know,Female,30-49
4670,111574,Britain,Ireland,France,France,Ireland,Italy,Germany,Female,50-64
4671,111575,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
4672,111576,Britain,Denmark,France,France,Spain,Great Britain/United Kingdom,France,Female,65+
4673,111577,Britain,Great Britain/United Kingdom,Don't know,Don't know,Great Britain/United Kingdom,Don't know,Don't know,Female,30-49
4674,111578,Britain,Don't know,Don't know,Germany,Netherlands,Don't know,Don't know,Male,65+
4675,111579,Britain,Sweden,Great Britain/United Kingdom,Germany,Sweden,Denmark,Great Britain/United Kingdom,Female,18-29
4676,111580,Britain,Netherlands,Don't know,None,Netherlands,Don't know,Don't know,Male,18-29
4677,111581,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
4678,111582,Britain,Don't know,France,Don't know,Don't know,Don't know,Don't know,Female,50-64
4679,111583,Britain,None,None,None,None,None,None,Female,50-64
4680,111584,Britain,Germany,Don't know,France,Ireland,Great Britain/United Kingdom,Germany,Male,50-64
4681,111585,Britain,Germany,Don't know,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Female,50-64
4682,111586,Britain,Great Britain/United Kingdom,Italy,Great Britain/United Kingdom,Sweden,Sweden,Don't know,Male,65+
4683,111587,Britain,Germany,Greece,Malta,Belgium,Don't know,Don't know,Male,30-49
4684,111588,Britain,Great Britain/United Kingdom,France,Don't know,Germany,Great Britain/United Kingdom,Greece,Male,50-64
4685,111589,Britain,Don't know,Great Britain/United Kingdom,Great Britain/United Kingdom,Refused,Great Britain/United Kingdom,Refused,Male,30-49
4686,111590,Britain,None,Refused,Refused,Refused,Refused,Refused,Female,65+
4687,111591,Britain,Don't know,Italy,Germany,Netherlands,Great Britain/United Kingdom,Don't know,Female,50-64
4688,111592,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
4689,111593,Britain,Germany,France,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Italy,Female,65+
4690,111594,Britain,Don't know,Don't know,None,None,Great Britain/United Kingdom,Don't know,Female,30-49
4691,111595,Britain,None,None,Don't know,None,Don't know,Don't know,Female,65+
4692,111596,Britain,Germany,Don't know,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,France,Male,65+
4693,111597,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
4694,111598,Britain,Don't know,Don't know,Don't know,Don't know,Great Britain/United Kingdom,Don't know,Female,50-64
4695,111599,Britain,Germany,France,Germany,France,None,None,Female,65+
4696,111600,Britain,Denmark,Italy,France,Portugal,Great Britain/United Kingdom,Germany,Female,50-64
4697,111601,Britain,Don't know,Don't know,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,France,Female,65+
4698,111602,Britain,Netherlands,Don't know,Germany,Netherlands,Italy,None,Female,30-49
4699,111603,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
4700,111604,Britain,Sweden,France,France,Spain,Netherlands,Germany,Male,50-64
4701,111605,Britain,None,Poland,Czech Republic,Greece,Don't know,Don't know,Male,65+
4702,111606,Britain,Don't know,France,France,Great Britain/United Kingdom,Great Britain/United Kingdom,France,Male,18-29
4703,111607,Britain,Great Britain/United Kingdom,Don't know,France,Great Britain/United Kingdom,Great Britain/United Kingdom,France,Male,18-29
4704,111608,Britain,Don't know,France,France,Great Britain/United Kingdom,Great Britain/United Kingdom,France,Female,65+
4705,111609,Britain,Germany,Spain,France,Great Britain/United Kingdom,Germany,Italy,Male,30-49
4706,111610,Britain,Don't know,Don't know,Germany,Netherlands,Netherlands,Don't know,Female,65+
4707,111611,Britain,Don't know,Don't know,Great Britain/United Kingdom,Don't know,Great Britain/United Kingdom,Don't know,Female,50-64
4708,111612,Britain,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
4709,111613,Britain,Sweden,Romania,France,Greece,Great Britain/United Kingdom,Germany,Male,50-64
4710,111614,Britain,None,Don't know,France,Portugal,Don't know,Don't know,Female,30-49
4711,111615,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,18-29
4712,111616,Britain,Great Britain/United Kingdom,Poland,France,Greece,Great Britain/United Kingdom,Don't know,Female,30-49
4713,111617,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Germany,Male,65+
4714,111618,Britain,Great Britain/United Kingdom,France,Greece,Don't know,Don't know,Spain,Male,30-49
4715,111619,Britain,Don't know,Italy,Italy,Don't know,Italy,Germany,Female,65+
4716,111620,Britain,Don't know,Don't know,France,Austria,Don't know,Don't know,Female,50-64
4717,111621,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
4718,111622,Britain,Germany,Bulgaria,France,Netherlands,Spain,Italy,Female,50-64
4719,111623,Britain,Great Britain/United Kingdom,France,Don't know,Don't know,Don't know,Don't know,Female,65+
4720,111624,Britain,Don't know,Italy,Germany,Ireland,Great Britain/United Kingdom,Don't know,Female,50-64
4721,111625,Britain,None,None,Don't know,Poland,Sweden,Great Britain/United Kingdom,Male,50-64
4722,111626,Britain,Germany,Romania,Don't know,Denmark,Denmark,Refused,Male,65+
4723,111627,Britain,None,None,Don't know,None,Don't know,Don't know,Female,50-64
4724,111628,Britain,Don't know,Germany,Germany,Great Britain/United Kingdom,Don't know,Don't know,Female,65+
4725,111629,Britain,Germany,None,Germany,Ireland,Great Britain/United Kingdom,Bulgaria,Male,65+
4726,111630,Britain,Poland,Don't know,Germany,Poland,Ireland,Spain,Male,50-64
4727,111631,Britain,Sweden,Don't know,Don't know,Don't know,Don't know,Refused,Male,50-64
4728,111632,Britain,None,Great Britain/United Kingdom,France,Great Britain/United Kingdom,Don't know,Don't know,Male,18-29
4729,111633,Britain,Portugal,Italy,Sweden,Greece,Netherlands,Austria,Male,50-64
4730,111634,Britain,Germany,Italy,Germany,Portugal,Great Britain/United Kingdom,France,Male,50-64
4731,111635,Britain,Germany,France,Italy,Spain,Greece,Don't know,Female,65+
4732,111636,Britain,Don't know,Don't know,Germany,Don't know,Great Britain/United Kingdom,Germany,Female,50-64
4733,111637,Britain,Cyprus,Poland,France,Cyprus,Great Britain/United Kingdom,Germany,Female,30-49
4734,111638,Britain,Germany,France,France,Spain,Denmark,France,Male,65+
4735,111639,Britain,Great Britain/United Kingdom,Germany,France,Greece,Greece,France,Female,18-29
4736,111640,Britain,None,Don't know,France,Netherlands,Don't know,Don't know,Male,30-49
4737,111641,Britain,Sweden,Italy,France,Netherlands,Germany,Greece,Male,18-29
4738,111642,Britain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
4739,111643,Britain,Refused,Refused,Refused,Refused,Refused,Refused,Male,50-64
4740,111644,Britain,None,Don't know,Don't know,None,Don't know,None,Female,50-64
4741,112645,Greece,France,Germany,Germany,Austria,Greece,Netherlands,Female,65+
4742,112646,Greece,Germany,Great Britain/United Kingdom,Netherlands,France,France,Netherlands,Male,65+
4743,112647,Greece,Spain,Greece,Germany,Portugal,Spain,Cyprus,Male,30-49
4744,112648,Greece,Austria,Netherlands,Netherlands,Belgium,Greece,Netherlands,Female,50-64
4745,112649,Greece,France,Netherlands,Germany,Austria,Greece,Great Britain/United Kingdom,Female,65+
4746,112650,Greece,Ireland,Portugal,Don't know,Don't know,Great Britain/United Kingdom,Germany,Male,30-49
4747,112651,Greece,Sweden,Greece,Germany,Greece,Greece,Germany,Male,30-49
4748,112652,Greece,Austria,Portugal,Cyprus,Bulgaria,Ireland,Portugal,Male,30-49
4749,112653,Greece,Germany,Greece,Great Britain/United Kingdom,Austria,Greece,Great Britain/United Kingdom,Male,30-49
4750,112654,Greece,Austria,Great Britain/United Kingdom,Netherlands,Belgium,Greece,Great Britain/United Kingdom,Female,65+
4751,112655,Greece,Netherlands,Bulgaria,Don't know,Don't know,France,Don't know,Male,65+
4752,112656,Greece,Belgium,Great Britain/United Kingdom,Netherlands,Belgium,Greece,Great Britain/United Kingdom,Female,65+
4753,112657,Greece,Sweden,Germany,Don't know,Don't know,Don't know,Netherlands,Male,18-29
4754,112658,Greece,Great Britain/United Kingdom,Germany,Netherlands,France,Don't know,Netherlands,Female,30-49
4755,112659,Greece,Don't know,Don't know,Netherlands,Austria,None,Great Britain/United Kingdom,Female,50-64
4756,112660,Greece,Germany,None,Netherlands,France,Greece,Great Britain/United Kingdom,Female,65+
4757,112661,Greece,Austria,Sweden,Germany,Great Britain/United Kingdom,Greece,Sweden,Female,30-49
4758,112662,Greece,Great Britain/United Kingdom,Netherlands,Netherlands,Don't know,Greece,Spain,Male,65+
4759,112663,Greece,Don't know,Don't know,Germany,Netherlands,Greece,Cyprus,Male,50-64
4760,112664,Greece,France,Belgium,Great Britain/United Kingdom,Germany,Sweden,Greece,Female,18-29
4761,112665,Greece,Great Britain/United Kingdom,France,Great Britain/United Kingdom,Germany,Greece,Spain,Female,30-49
4762,112666,Greece,Don't know,Don't know,Germany,Don't know,Greece,Don't know,Female,65+
4763,112667,Greece,Great Britain/United Kingdom,France,Don't know,Don't know,Don't know,Don't know,Female,50-64
4764,112668,Greece,Greece,Cyprus,Germany,Great Britain/United Kingdom,Greece,Cyprus,Female,30-49
4765,112669,Greece,Don't know,Don't know,Great Britain/United Kingdom,Germany,Greece,Italy,Male,65+
4766,112670,Greece,Austria,Cyprus,France,Italy,Austria,Italy,Male,50-64
4767,112671,Greece,None,None,Germany,France,Greece,Italy,Female,30-49
4768,112672,Greece,Greece,Don't know,France,Italy,Greece,Italy,Male,65+
4769,112673,Greece,None,None,Germany,France,Italy,Greece,Female,50-64
4770,112674,Greece,Don't know,Don't know,France,Germany,Greece,Italy,Female,50-64
4771,112675,Greece,Sweden,Ireland,Great Britain/United Kingdom,Greece,Greece,Spain,Female,30-49
4772,112676,Greece,Sweden,Netherlands,France,Italy,Greece,Spain,Male,18-29
4773,112677,Greece,Spain,Great Britain/United Kingdom,Germany,Spain,Italy,Germany,Male,18-29
4774,112678,Greece,Netherlands,Germany,Germany,Spain,Malta,Germany,Male,18-29
4775,112679,Greece,Denmark,Bulgaria,Germany,France,Greece,Great Britain/United Kingdom,Female,30-49
4776,112680,Greece,Sweden,Bulgaria,Germany,Greece,Greece,Great Britain/United Kingdom,Female,30-49
4777,112681,Greece,Germany,Greece,Germany,Cyprus,France,Germany,Male,65+
4778,112682,Greece,Italy,Germany,Germany,Italy,Italy,France,Female,18-29
4779,112683,Greece,Netherlands,Germany,Germany,Greece,Greece,Great Britain/United Kingdom,Male,18-29
4780,112684,Greece,France,Finland,Germany,Greece,Greece,Great Britain/United Kingdom,Male,50-64
4781,112685,Greece,France,Great Britain/United Kingdom,Germany,Sweden,Greece,Netherlands,Female,50-64
4782,112686,Greece,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Greece,Greece,Germany,Male,50-64
4783,112687,Greece,Finland,Great Britain/United Kingdom,Great Britain/United Kingdom,Greece,Greece,Great Britain/United Kingdom,Male,65+
4784,112688,Greece,Italy,Don't know,Refused,Sweden,France,Germany,Male,65+
4785,112689,Greece,Ireland,Slovenia,Germany,France,Greece,Germany,Male,50-64
4786,112690,Greece,Greece,Germany,France,Sweden,Greece,France,Male,50-64
4787,112691,Greece,Netherlands,Czech Republic,Luxembourg,Austria,Greece,Germany,Male,65+
4788,112692,Greece,Portugal,Greece,Germany,Portugal,Greece,Great Britain/United Kingdom,Male,65+
4789,112693,Greece,Germany,Italy,Great Britain/United Kingdom,Greece,Spain,Germany,Male,18-29
4790,112694,Greece,Germany,Italy,France,Greece,Greece,Germany,Female,50-64
4791,112695,Greece,Don't know,Don't know,Great Britain/United Kingdom,Italy,Greece,Germany,Male,65+
4792,112696,Greece,Don't know,Don't know,Germany,Don't know,Greece,Don't know,Female,30-49
4793,112697,Greece,Italy,Greece,Germany,Bulgaria,Bulgaria,Germany,Female,30-49
4794,112698,Greece,Germany,Greece,Great Britain/United Kingdom,Italy,Don't know,Don't know,Male,65+
4795,112699,Greece,Don't know,Don't know,Great Britain/United Kingdom,Greece,Greece,Germany,Female,65+
4796,112700,Greece,None,None,Great Britain/United Kingdom,Italy,Don't know,Don't know,Female,18-29
4797,112701,Greece,Austria,Greece,Great Britain/United Kingdom,Don't know,Greece,Great Britain/United Kingdom,Female,30-49
4798,112702,Greece,Germany,Italy,France,Don't know,None,Germany,Male,50-64
4799,112703,Greece,Finland,Greece,France,Greece,Greece,Germany,Female,65+
4800,112704,Greece,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
4801,112705,Greece,Don't know,Don't know,Great Britain/United Kingdom,Don't know,Greece,Don't know,Male,65+
4802,112706,Greece,Don't know,Don't know,Great Britain/United Kingdom,Don't know,Greece,Don't know,Male,18-29
4803,112707,Greece,Don't know,Don't know,Germany,Don't know,Greece,Don't know,Female,65+
4804,112708,Greece,Germany,Don't know,Don't know,Don't know,Greece,Don't know,Male,18-29
4805,112709,Greece,Greece,Great Britain/United Kingdom,Germany,Belgium,Malta,Belgium,Male,18-29
4806,112710,Greece,Sweden,Germany,Germany,Belgium,Cyprus,Austria,Male,65+
4807,112711,Greece,Bulgaria,Belgium,Germany,Denmark,Cyprus,Bulgaria,Male,50-64
4808,112712,Greece,Germany,Greece,Sweden,Italy,Cyprus,Germany,Female,18-29
4809,112713,Greece,Belgium,Don't know,Germany,Bulgaria,Bulgaria,Austria,Male,30-49
4810,112714,Greece,Great Britain/United Kingdom,Romania,Germany,Cyprus,Greece,Great Britain/United Kingdom,Male,30-49
4811,112715,Greece,Netherlands,Greece,France,Belgium,Bulgaria,Austria,Female,18-29
4812,112716,Greece,Spain,Greece,Greece,Germany,Czech Republic,Cyprus,Male,30-49
4813,112717,Greece,Great Britain/United Kingdom,Germany,Austria,Estonia,Great Britain/United Kingdom,Hungary,Female,30-49
4814,112718,Greece,Belgium,Italy,Denmark,France,Finland,Czech Republic,Male,30-49
4815,112719,Greece,France,Denmark,Belgium,Bulgaria,Bulgaria,Germany,Female,18-29
4816,112720,Greece,Belgium,Germany,Cyprus,Great Britain/United Kingdom,Greece,Bulgaria,Male,18-29
4817,112721,Greece,Cyprus,Finland,Germany,Italy,Bulgaria,France,Male,65+
4818,112722,Greece,Sweden,Greece,Germany,Bulgaria,Poland,Belgium,Male,65+
4819,112723,Greece,Greece,Germany,Germany,Bulgaria,Bulgaria,Germany,Female,65+
4820,112724,Greece,Belgium,Greece,Germany,Great Britain/United Kingdom,Bulgaria,Germany,Male,50-64
4821,112725,Greece,Don't know,Don't know,Germany,France,None,Germany,Female,65+
4822,112726,Greece,Great Britain/United Kingdom,Germany,Italy,Greece,Greece,Germany,Male,30-49
4823,112727,Greece,None,Germany,Germany,Cyprus,France,Germany,Female,50-64
4824,112728,Greece,Denmark,Greece,Germany,Don't know,Greece,Germany,Female,50-64
4825,112729,Greece,None,Germany,Great Britain/United Kingdom,France,Cyprus,Germany,Female,30-49
4826,112730,Greece,None,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
4827,112731,Greece,Don't know,Don't know,Don't know,Don't know,Greece,Germany,Male,50-64
4828,112732,Greece,France,Bulgaria,Austria,Greece,Greece,Germany,Female,30-49
4829,112733,Greece,Finland,Germany,France,Malta,Italy,Germany,Female,30-49
4830,112734,Greece,None,None,France,Poland,Greece,Germany,Female,30-49
4831,112735,Greece,None,Great Britain/United Kingdom,Germany,Belgium,Greece,Germany,Female,65+
4832,112736,Greece,Austria,Bulgaria,France,Italy,Spain,Great Britain/United Kingdom,Female,50-64
4833,112737,Greece,Sweden,Great Britain/United Kingdom,France,Hungary,Italy,Belgium,Male,30-49
4834,112738,Greece,Austria,Germany,Germany,Luxembourg,Greece,Germany,Male,30-49
4835,112739,Greece,None,Ireland,France,Denmark,Spain,Germany,Male,30-49
4836,112740,Greece,Don't know,Luxembourg,Great Britain/United Kingdom,Bulgaria,Italy,Germany,Male,50-64
4837,112741,Greece,None,Germany,Germany,Don't know,Greece,Germany,Female,30-49
4838,112742,Greece,Sweden,Germany,Germany,Don't know,Italy,Germany,Female,30-49
4839,112743,Greece,Don't know,Don't know,Germany,Italy,Spain,Germany,Male,50-64
4840,112744,Greece,Don't know,Germany,Germany,Spain,Italy,Germany,Male,65+
4841,112745,Greece,Don't know,Germany,Germany,Spain,Italy,Germany,Female,50-64
4842,112746,Greece,France,Germany,Germany,Don't know,Greece,Germany,Female,65+
4843,112747,Greece,Don't know,Germany,Germany,Don't know,Greece,Germany,Male,30-49
4844,112748,Greece,Don't know,Don't know,Germany,Don't know,Italy,Germany,Female,50-64
4845,112749,Greece,Don't know,Germany,Germany,Italy,Greece,Germany,Female,50-64
4846,112750,Greece,Finland,Don't know,Germany,None,France,Germany,Male,30-49
4847,112751,Greece,None,Germany,Germany,Don't know,Estonia,Germany,Female,30-49
4848,112752,Greece,None,Germany,Germany,Don't know,Italy,Germany,Female,30-49
4849,112753,Greece,None,Germany,Germany,Don't know,None,Germany,Male,50-64
4850,112754,Greece,Don't know,Germany,Germany,Don't know,None,Germany,Female,30-49
4851,112755,Greece,None,Germany,Germany,Don't know,Greece,Germany,Female,65+
4852,112756,Greece,None,Don't know,Germany,Don't know,Spain,Germany,Male,30-49
4853,112757,Greece,Greece,Don't know,Don't know,Don't know,Refused,Don't know,Female,65+
4854,112758,Greece,None,Germany,Germany,Netherlands,Netherlands,Germany,Female,50-64
4855,112759,Greece,Refused,Refused,Refused,Refused,Germany,Refused,Female,18-29
4856,112760,Greece,Greece,Germany,Germany,France,Greece,Italy,Male,65+
4857,112761,Greece,Greece,Germany,Germany,Greece,Cyprus,Germany,Male,65+
4858,112762,Greece,Don't know,Don't know,Germany,Greece,Italy,France,Female,30-49
4859,112763,Greece,Sweden,Great Britain/United Kingdom,Germany,Greece,Greece,Germany,Male,65+
4860,112764,Greece,Latvia,Germany,Germany,Greece,Greece,Germany,Female,30-49
4861,112765,Greece,None,Don't know,Germany,Don't know,Greece,Germany,Female,65+
4862,112766,Greece,Germany,Greece,Great Britain/United Kingdom,Greece,Great Britain/United Kingdom,Great Britain/United Kingdom,Male,65+
4863,112767,Greece,Greece,Great Britain/United Kingdom,France,Austria,Greece,Germany,Female,65+
4864,112768,Greece,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
4865,112769,Greece,Greece,Great Britain/United Kingdom,Great Britain/United Kingdom,France,Greece,Italy,Female,65+
4866,112770,Greece,France,Bulgaria,Germany,Greece,Greece,Germany,Female,30-49
4867,112771,Greece,None,Denmark,None,Germany,None,None,Female,65+
4868,112772,Greece,Denmark,None,Greece,Denmark,None,Germany,Male,30-49
4869,112773,Greece,Don't know,Germany,Germany,Don't know,Don't know,Don't know,Female,30-49
4870,112774,Greece,None,None,None,None,None,None,Male,30-49
4871,112775,Greece,Don't know,Don't know,Don't know,Don't know,Don't know,None,Male,30-49
4872,112776,Greece,None,None,Don't know,Don't know,Greece,Germany,Female,50-64
4873,112777,Greece,None,Don't know,Great Britain/United Kingdom,Greece,Greece,Germany,Male,18-29
4874,112778,Greece,None,None,Germany,Don't know,None,Germany,Male,50-64
4875,112779,Greece,None,Don't know,Greece,Romania,Romania,Don't know,Female,18-29
4876,112780,Greece,None,None,None,None,None,None,Female,50-64
4877,112781,Greece,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,50-64
4878,112782,Greece,Don't know,Greece,Germany,Don't know,Greece,Don't know,Male,30-49
4879,112783,Greece,Don't know,Don't know,Don't know,Don't know,Greece,Don't know,Female,18-29
4880,112784,Greece,None,Germany,Germany,None,None,Don't know,Male,65+
4881,112785,Greece,Refused,Refused,Refused,Refused,Refused,Refused,Male,30-49
4882,112786,Greece,Sweden,Don't know,Don't know,Don't know,Greece,Germany,Male,50-64
4883,112787,Greece,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
4884,112788,Greece,France,Germany,Germany,Greece,Italy,Germany,Male,30-49
4885,112789,Greece,France,Bulgaria,Germany,Greece,Greece,Bulgaria,Male,30-49
4886,112790,Greece,France,Bulgaria,Finland,Poland,Greece,Germany,Female,18-29
4887,112791,Greece,Great Britain/United Kingdom,Bulgaria,France,Estonia,Greece,France,Female,30-49
4888,112792,Greece,Greece,Italy,Denmark,Greece,Greece,Germany,Male,65+
4889,112793,Greece,Greece,Latvia,Germany,Greece,Greece,Hungary,Male,65+
4890,112794,Greece,Finland,Bulgaria,France,Greece,Greece,Bulgaria,Female,50-64
4891,112795,Greece,France,Estonia,Germany,Greece,Greece,Germany,Male,18-29
4892,112796,Greece,Great Britain/United Kingdom,Germany,France,Italy,Greece,Germany,Female,30-49
4893,112797,Greece,Greece,Germany,Germany,Greece,Greece,Germany,Male,18-29
4894,112798,Greece,Germany,Don't know,Netherlands,Malta,Cyprus,Netherlands,Male,50-64
4895,112799,Greece,Germany,France,Don't know,Don't know,Don't know,Don't know,Male,65+
4896,112800,Greece,None,Germany,Germany,Greece,Greece,Germany,Male,50-64
4897,112801,Greece,Spain,Germany,Germany,Italy,Italy,Germany,Female,50-64
4898,112802,Greece,None,Germany,Germany,Greece,None,Germany,Male,30-49
4899,112803,Greece,France,Germany,Germany,France,France,Germany,Male,30-49
4900,112804,Greece,Austria,Germany,Don't know,Don't know,Don't know,Germany,Female,30-49
4901,112805,Greece,Germany,Italy,Netherlands,Ireland,Spain,Austria,Male,30-49
4902,112806,Greece,France,Germany,Germany,Portugal,Spain,Germany,Male,50-64
4903,112807,Greece,None,Don't know,Don't know,Don't know,Greece,Great Britain/United Kingdom,Female,30-49
4904,112808,Greece,Don't know,Don't know,Germany,Greece,Greece,Germany,Female,30-49
4905,112809,Greece,Don't know,Don't know,Germany,Greece,Greece,Germany,Male,30-49
4906,112810,Greece,Germany,Italy,Germany,France,Greece,Germany,Female,50-64
4907,112811,Greece,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Don't know,Spain,Germany,Male,30-49
4908,112812,Greece,Sweden,Italy,Germany,Greece,Greece,Germany,Male,50-64
4909,112813,Greece,Greece,Bulgaria,Great Britain/United Kingdom,Greece,Greece,Finland,Female,65+
