PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
105645,Spain,None,None,Germany,Don't know,Don't know,Don't know,Female,31
105646,Spain,Germany,Italy,Don't know,Don't know,Don't know,Don't know,Male,38
105647,Spain,Don't know,Don't know,Great Britain/United Kingdom,Italy,Don't know,Don't know,Female,38
105648,Spain,Spain,Portugal,Germany,Don't know,Don't know,Don't know,Male,20
105649,Spain,Netherlands,Greece,France,Portugal,Spain,Germany,Male,74
105650,Spain,Don't know,Spain,Germany,Don't know,Great Britain/United Kingdom,Don't know,Male,51
105651,Spain,Spain,Italy,Germany,Portugal,Spain,Great Britain/United Kingdom,Female,58
105652,Spain,Germany,Poland,France,Portugal,Spain,Germany,Female,50
105653,Spain,Germany,France,Germany,Ireland,Spain,Germany,Male,32
105654,Spain,Don't know,Spain,Don't know,Don't know,Germany,Spain,Female,43
105655,Spain,None,Don't know,Don't know,Don't know,Don't know,Don't know,Male,25
105656,Spain,Spain,None,Don't know,Don't know,Don't know,Don't know,Female,19
105657,Spain,Germany,Greece,Germany,Portugal,Don't know,Great Britain/United Kingdom,Male,64
105658,Spain,Germany,Ireland,Great Britain/United Kingdom,Portugal,Germany,France,Male,81
105659,Spain,Germany,Italy,France,Greece,Spain,Germany,Female,40
105660,Spain,Don't know,Romania,France,Don't know,Don't know,Don't know,Female,31
105661,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,59
105662,Spain,Germany,Italy,Great Britain/United Kingdom,Don't know,Don't know,Great Britain/United Kingdom,Male,35
105663,Spain,Great Britain/United Kingdom,Spain,Italy,Greece,Don't know,None,Male,26
105664,Spain,Germany,Italy,Great Britain/United Kingdom,Greece,Don't know,Great Britain/United Kingdom,Female,54
105665,Spain,Don't know,Spain,Don't know,Great Britain/United Kingdom,Spain,Germany,Male,23
105666,Spain,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Spain,Spain,Germany,Female,49
105667,Spain,Germany,Spain,France,Great Britain/United Kingdom,Spain,Germany,Female,49
105668,Spain,Spain,Latvia,France,Spain,Spain,Don't know,Female,45
105669,Spain,France,Romania,Great Britain/United Kingdom,Spain,Sweden,Romania,Male,66
105670,Spain,Spain,Italy,France,Germany,Spain,Germany,Female,52
105671,Spain,Denmark,Greece,Don't know,Don't know,Don't know,Don't know,Male,18
105672,Spain,Sweden,Spain,Spain,Sweden,Romania,Spain,Female,19
105673,Spain,Germany,Greece,Great Britain/United Kingdom,Spain,Spain,Don't know,Male,55
105674,Spain,Germany,Italy,France,Portugal,Greece,Great Britain/United Kingdom,Male,39
105675,Spain,Great Britain/United Kingdom,Germany,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Spain,Male,69
105676,Spain,Sweden,Italy,Great Britain/United Kingdom,France,Greece,Germany,Male,64
105677,Spain,Netherlands,Greece,Germany,Portugal,Italy,Austria,Male,40
105678,Spain,Germany,Portugal,Great Britain/United Kingdom,Spain,None,Great Britain/United Kingdom,Male,32
105679,Spain,Sweden,Italy,Spain,Sweden,Spain,Germany,Female,35
105680,Spain,Germany,Greece,Italy,Don't know,Spain,Germany,Female,18
105681,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,20
105682,Spain,None,Don't know,France,Germany,None,Don't know,Male,41
105683,Spain,Germany,Greece,Italy,France,Spain,Don't know,Male,25
105684,Spain,Germany,Italy,Italy,Don't know,Spain,Germany,Female,65
105685,Spain,Germany,Greece,Great Britain/United Kingdom,Spain,Spain,Don't know,Male,37
105686,Spain,Finland,Italy,France,Don't know,Spain,Great Britain/United Kingdom,Female,29
105687,Spain,Great Britain/United Kingdom,Italy,Great Britain/United Kingdom,Spain,Don't know,Don't know,Female,20
105688,Spain,Netherlands,Spain,France,Denmark,Spain,France,Male,56
105689,Spain,Germany,Spain,France,Portugal,Italy,Don't know,Male,67
105690,Spain,Netherlands,Italy,Germany,France,Latvia,Germany,Male,72
105691,Spain,Spain,Germany,Don't know,France,Spain,Germany,Male,35
105692,Spain,Spain,Great Britain/United Kingdom,Italy,Sweden,Spain,Germany,Female,53
105693,Spain,Finland,Spain,Great Britain/United Kingdom,Finland,Spain,Germany,Male,44
105694,Spain,Refused,Greece,Italy,Portugal,Spain,Refused,Female,63
105695,Spain,Finland,Romania,Great Britain/United Kingdom,Don't know,Germany,Spain,Female,39
105696,Spain,France,Italy,Spain,Finland,Netherlands,Italy,Male,65
105697,Spain,None,Don't know,Don't know,Don't know,Don't know,Don't know,Female,64
105698,Spain,Germany,Greece,France,Don't know,Spain,Don't know,Female,57
105699,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,44
105700,Spain,Don't know,Don't know,Germany,Spain,Spain,Germany,Female,36
105701,Spain,France,Refused,Don't know,Don't know,Don't know,Don't know,Female,22
105702,Spain,None,None,None,None,Don't know,Don't know,Female,26
105703,Spain,Spain,Don't know,Don't know,Don't know,Spain,Germany,Female,30
105704,Spain,Germany,Italy,France,Portugal,Spain,Great Britain/United Kingdom,Male,41
105705,Spain,None,None,None,None,None,None,Female,29
105706,Spain,None,Don't know,Great Britain/United Kingdom,France,None,Don't know,Female,74
105707,Spain,Spain,Germany,Germany,Spain,Spain,Germany,Female,50
105708,Spain,Sweden,Bulgaria,Don't know,Denmark,Spain,Refused,Male,60
105709,Spain,Don't know,Italy,Germany,Spain,France,Germany,Female,64
105710,Spain,Sweden,Greece,France,Spain,Belgium,Germany,Female,52
105711,Spain,Germany,Greece,Germany,Greece,Italy,France,Male,69
105712,Spain,Sweden,Spain,Belgium,Spain,Spain,Germany,Male,39
105713,Spain,Italy,Germany,Germany,Spain,None,None,Female,39
105714,Spain,Netherlands,Germany,Germany,Netherlands,Spain,Germany,Female,53
105715,Spain,Great Britain/United Kingdom,Don't know,France,Spain,Spain,Don't know,Female,67
105716,Spain,Finland,Greece,Italy,Portugal,None,Belgium,Male,85
105717,Spain,Germany,Don't know,Great Britain/United Kingdom,Spain,Spain,Finland,Female,77
105718,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,39
105719,Spain,Germany,Spain,Germany,Spain,Spain,Germany,Male,45
105720,Spain,Germany,Greece,Great Britain/United Kingdom,Spain,Spain,Great Britain/United Kingdom,Female,52
105721,Spain,Germany,Spain,Don't know,Don't know,Netherlands,Don't know,Female,46
105722,Spain,Germany,Greece,Great Britain/United Kingdom,Netherlands,Denmark,France,Male,35
105723,Spain,France,Italy,France,Spain,Netherlands,France,Female,37
105724,Spain,Refused,Refused,Refused,Refused,Refused,Refused,Female,51
105725,Spain,Germany,Don't know,Don't know,Don't know,Spain,Don't know,Female,41
105726,Spain,Germany,Don't know,Spain,Don't know,Don't know,Don't know,Male,73
105727,Spain,Don't know,Romania,France,Spain,Spain,Don't know,Male,41
105728,Spain,Denmark,Spain,France,Poland,Sweden,France,Male,25
105729,Spain,Denmark,Germany,Don't know,Don't know,Denmark,Don't know,Female,74
105730,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,35
105731,Spain,Germany,Spain,Germany,Greece,Portugal,France,Female,47
105732,Spain,Don't know,Italy,France,Don't know,Spain,Don't know,Male,56
105733,Spain,Sweden,Spain,Luxembourg,Spain,Don't know,Spain,Male,70
105734,Spain,France,Greece,Germany,Spain,Spain,Germany,Male,65
105735,Spain,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Female,63
105736,Spain,Germany,Italy,Germany,Portugal,Spain,Germany,Male,40
105737,Spain,Germany,Greece,France,Italy,Belgium,France,Male,46
105738,Spain,Germany,Italy,Spain,Germany,France,Italy,Male,68
105739,Spain,None,Germany,Germany,Portugal,Don't know,France,Female,60
105740,Spain,Germany,Spain,Germany,Poland,Don't know,Don't know,Female,56
105741,Spain,Germany,Italy,Germany,Spain,Greece,Germany,Female,66
105742,Spain,Spain,Germany,Don't know,Don't know,Spain,None,Female,36
105743,Spain,Germany,Bulgaria,Don't know,Spain,Spain,Bulgaria,Male,47
105744,Spain,Refused,Greece,France,Germany,Italy,Germany,Male,40
105745,Spain,Don't know,Spain,Germany,Spain,France,Germany,Female,70
105746,Spain,Belgium,Greece,Great Britain/United Kingdom,Spain,Don't know,Germany,Female,69
105747,Spain,Spain,France,Spain,Don't know,Spain,France,Female,76
105748,Spain,Sweden,Greece,Great Britain/United Kingdom,Finland,Finland,Great Britain/United Kingdom,Male,44
105749,Spain,Netherlands,Germany,Germany,Netherlands,Don't know,Don't know,Female,65
105750,Spain,None,Don't know,France,Spain,None,None,Female,18
105751,Spain,Spain,France,Germany,Spain,Spain,Germany,Female,30
105752,Spain,Don't know,Don't know,Hungary,Don't know,Don't know,Don't know,Male,47
105753,Spain,France,Germany,Germany,France,None,Germany,Female,27
105754,Spain,None,None,None,None,None,None,Male,45
105755,Spain,Germany,Greece,Germany,Italy,Spain,Germany,Male,24
105756,Spain,Refused,None,Don't know,Don't know,Don't know,Don't know,Male,19
105757,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,61
105758,Spain,Don't know,Spain,France,Spain,Spain,Don't know,Female,37
105759,Spain,France,Germany,Germany,Spain,Spain,Great Britain/United Kingdom,Male,59
105760,Spain,Sweden,Portugal,Great Britain/United Kingdom,Spain,Spain,Don't know,Male,40
105761,Spain,Germany,Greece,Great Britain/United Kingdom,Italy,Poland,Don't know,Male,63
105762,Spain,Spain,None,Germany,Spain,Spain,Germany,Male,51
105763,Spain,Sweden,France,France,Spain,Spain,Germany,Male,40
105764,Spain,Germany,Don't know,France,Don't know,Greece,Germany,Female,31
105765,Spain,Don't know,Don't know,Germany,Greece,Spain,Germany,Female,46
105766,Spain,Great Britain/United Kingdom,Spain,Don't know,Refused,Don't know,Refused,Female,55
105767,Spain,Spain,Italy,Germany,France,Spain,Germany,Female,66
105768,Spain,Finland,Spain,Italy,Don't know,Germany,Don't know,Male,55
105769,Spain,None,Don't know,Italy,Don't know,Refused,None,Female,76
105770,Spain,Netherlands,Great Britain/United Kingdom,Germany,Portugal,Spain,France,Male,36
105771,Spain,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Italy,Spain,France,Female,22
105772,Spain,Don't know,Don't know,France,Spain,Finland,Don't know,Female,40
105773,Spain,Don't know,Don't know,Germany,Ireland,Spain,Don't know,Female,60
105774,Spain,Germany,Italy,Portugal,None,Don't know,Refused,Male,46
105775,Spain,Spain,Spain,France,Great Britain/United Kingdom,Estonia,Refused,Male,33
105776,Spain,Sweden,Greece,Great Britain/United Kingdom,Belgium,Don't know,Germany,Male,68
105777,Spain,Don't know,Don't know,Don't know,Spain,Spain,Don't know,Female,40
105778,Spain,Germany,Portugal,Great Britain/United Kingdom,Italy,Don't know,Don't know,Female,65
105779,Spain,Germany,Italy,Spain,Portugal,Don't know,Don't know,Female,40
105780,Spain,None,None,None,Don't know,Spain,Don't know,Female,57
105781,Spain,None,None,Don't know,Don't know,Don't know,Don't know,Female,53
105782,Spain,Denmark,Italy,Germany,Don't know,Spain,Don't know,Female,52
105783,Spain,Finland,Portugal,Germany,Spain,Spain,Germany,Male,49
105784,Spain,Germany,Italy,Italy,France,Don't know,Germany,Female,34
105785,Spain,Don't know,Greece,Germany,Spain,Spain,Spain,Female,75
105786,Spain,Germany,Greece,Italy,France,Don't know,Netherlands,Male,54
105787,Spain,Germany,Italy,France,Netherlands,Don't know,Don't know,Male,53
105788,Spain,Denmark,Greece,Germany,Portugal,Italy,Netherlands,Male,74
105789,Spain,Don't know,Romania,Don't know,Don't know,Don't know,Don't know,Male,27
105790,Spain,Sweden,Italy,France,Greece,Spain,Great Britain/United Kingdom,Female,32
105791,Spain,France,Don't know,Don't know,Don't know,Don't know,Don't know,Female,59
105792,Spain,Don't know,Italy,Germany,Spain,Don't know,Germany,Female,55
105793,Spain,None,Germany,Germany,Greece,Italy,Germany,Female,34
105794,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50
105795,Spain,Don't know,Greece,Don't know,Don't know,Don't know,Don't know,Female,41
105796,Spain,Don't know,Spain,Don't know,Don't know,Don't know,Don't know,Female,56
105797,Spain,Sweden,Greece,France,Sweden,Don't know,Bulgaria,Male,73
105798,Spain,Sweden,Greece,Great Britain/United Kingdom,Spain,Spain,Germany,Male,33
105799,Spain,Germany,Greece,Don't know,Germany,Don't know,Don't know,Male,76
105800,Spain,France,Don't know,Germany,Sweden,Spain,Germany,Female,44
105801,Spain,France,Great Britain/United Kingdom,Great Britain/United Kingdom,France,Italy,Great Britain/United Kingdom,Male,55
105802,Spain,Germany,Spain,France,Spain,Italy,France,Male,36
105803,Spain,Denmark,Greece,France,Don't know,Spain,Germany,Female,39
105804,Spain,Germany,Spain,Don't know,Don't know,Don't know,Don't know,Female,26
105805,Spain,Netherlands,Greece,France,None,None,Germany,Female,45
105806,Spain,Germany,Don't know,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Female,80
105807,Spain,None,Don't know,Germany,None,Spain,Germany,Male,36
105808,Spain,France,Spain,France,Spain,Spain,Germany,Female,60
105809,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,86
105810,Spain,Don't know,Italy,Italy,France,Don't know,Don't know,Female,53
105811,Spain,Denmark,Spain,Spain,Denmark,Belgium,Don't know,Male,45
105812,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,75
105813,Spain,Sweden,Italy,Germany,Don't know,Spain,Germany,Male,37
105814,Spain,Germany,Hungary,Austria,Italy,Don't know,Don't know,Male,28
105815,Spain,Spain,France,Germany,Sweden,Great Britain/United Kingdom,Bulgaria,Female,40
105816,Spain,Finland,Greece,Great Britain/United Kingdom,Italy,Germany,Greece,Female,52
105817,Spain,Finland,Great Britain/United Kingdom,Germany,Refused,Belgium,Spain,Female,29
105818,Spain,Denmark,Spain,Spain,Denmark,Spain,Germany,Male,70
105819,Spain,None,Italy,Don't know,Don't know,Don't know,Don't know,Female,35
105820,Spain,Sweden,Spain,Don't know,Don't know,Don't know,Don't know,Male,46
105821,Spain,Great Britain/United Kingdom,None,Germany,Spain,Great Britain/United Kingdom,Finland,Female,27
105822,Spain,Spain,Germany,Spain,None,Spain,Great Britain/United Kingdom,Male,65
105823,Spain,None,None,Refused,Don't know,Spain,Refused,Female,67
105824,Spain,Germany,Spain,Great Britain/United Kingdom,Don't know,Belgium,Germany,Male,43
105825,Spain,France,Germany,Italy,Portugal,Portugal,Germany,Female,52
105826,Spain,Don't know,Don't know,Germany,Spain,Spain,Don't know,Female,47
105827,Spain,None,Germany,Don't know,Don't know,Don't know,Don't know,Male,56
105828,Spain,Don't know,Spain,Don't know,France,Don't know,Spain,Male,64
105829,Spain,Spain,Greece,Germany,Spain,France,Germany,Female,35
105830,Spain,France,Spain,France,Spain,Spain,Italy,Female,55
105831,Spain,Denmark,Spain,Germany,Portugal,Sweden,Germany,Male,39
105832,Spain,Finland,Spain,Great Britain/United Kingdom,Spain,Spain,Germany,Male,67
105833,Spain,Spain,Italy,France,Netherlands,Don't know,Don't know,Male,73
105834,Spain,Germany,Poland,Netherlands,Belgium,Spain,Sweden,Male,44
105835,Spain,Germany,Italy,France,Germany,Germany,Great Britain/United Kingdom,Male,70
105836,Spain,Germany,Don't know,France,Italy,Don't know,Don't know,Female,64
105837,Spain,Don't know,Don't know,Germany,Don't know,Spain,Don't know,Female,64
105838,Spain,Germany,Romania,France,Spain,Spain,Romania,Female,45
105839,Spain,Austria,Spain,Spain,Austria,Netherlands,Italy,Male,36
105840,Spain,Netherlands,Greece,Germany,Spain,Don't know,Don't know,Male,62
105841,Spain,Germany,Greece,Germany,Spain,None,Spain,Male,55
105842,Spain,Denmark,Don't know,Don't know,Italy,Don't know,Don't know,Male,67
105843,Spain,Finland,Italy,Spain,Don't know,Spain,Don't know,Male,68
105844,Spain,Germany,Greece,Spain,Portugal,Sweden,Refused,Male,33
105845,Spain,Finland,Greece,Germany,Spain,Spain,Germany,Male,43
105846,Spain,Don't know,Don't know,Don't know,France,None,Don't know,Female,73
105847,Spain,None,Spain,Great Britain/United Kingdom,Portugal,Spain,Germany,Female,50
105848,Spain,Germany,Italy,France,Don't know,Spain,Great Britain/United Kingdom,Male,43
105849,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,48
105850,Spain,France,Italy,France,Spain,Portugal,France,Female,36
105851,Spain,Denmark,Italy,France,Sweden,Don't know,Don't know,Female,50
105852,Spain,Finland,Spain,France,Portugal,Don't know,Don't know,Female,50
105853,Spain,Finland,Spain,Spain,Germany,Spain,Don't know,Male,44
105854,Spain,Don't know,Spain,Germany,Netherlands,Don't know,Spain,Male,50
105855,Spain,Germany,Spain,France,Don't know,Spain,Germany,Female,28
105856,Spain,Refused,Spain,Germany,Italy,Spain,Germany,Female,46
105857,Spain,Belgium,Italy,Spain,France,Spain,Great Britain/United Kingdom,Male,79
105858,Spain,Germany,Italy,Germany,Spain,Portugal,Germany,Female,40
105859,Spain,Netherlands,Don't know,Germany,France,Spain,Don't know,Female,63
105860,Spain,Don't know,None,None,Don't know,None,None,Male,54
105861,Spain,Germany,Italy,France,Don't know,Don't know,Don't know,Female,37
105862,Spain,Finland,Spain,None,Spain,Spain,Germany,Female,51
105863,Spain,Germany,Spain,Don't know,Don't know,Germany,Don't know,Female,73
105864,Spain,Great Britain/United Kingdom,Bulgaria,Germany,Sweden,Spain,Germany,Male,73
105865,Spain,Germany,Greece,Great Britain/United Kingdom,Don't know,Spain,Great Britain/United Kingdom,Male,53
105866,Spain,Germany,Spain,Don't know,Spain,Don't know,Germany,Female,38
105867,Spain,Finland,Spain,Great Britain/United Kingdom,Portugal,Germany,France,Male,43
105868,Spain,Don't know,Don't know,France,Spain,Don't know,Don't know,Female,56
105869,Spain,Germany,Italy,Italy,Germany,Spain,Don't know,Male,54
105870,Spain,Germany,Greece,Great Britain/United Kingdom,Portugal,Spain,France,Male,70
105871,Spain,Refused,Spain,Netherlands,Spain,Don't know,Spain,Male,37
105872,Spain,Don't know,Great Britain/United Kingdom,France,Germany,Great Britain/United Kingdom,Germany,Female,55
105873,Spain,Germany,Portugal,Don't know,Don't know,Spain,Germany,Female,64
105874,Spain,Netherlands,Spain,France,Portugal,None,Germany,Male,75
105875,Spain,Germany,Greece,Germany,Italy,Don't know,Don't know,Male,26
105876,Spain,Germany,Greece,France,Spain,Spain,Great Britain/United Kingdom,Female,54
105877,Spain,Italy,Italy,Italy,Italy,Italy,Italy,Male,21
105878,Spain,Spain,Italy,Italy,Great Britain/United Kingdom,Don't know,Germany,Male,26
105879,Spain,Don't know,Spain,Sweden,Italy,Don't know,Spain,Female,60
105880,Spain,Germany,Don't know,Don't know,Spain,Don't know,Don't know,Male,26
105881,Spain,Germany,Don't know,Italy,Spain,Netherlands,France,Female,20
105882,Spain,Don't know,Don't know,Spain,Italy,Don't know,Don't know,Male,42
105883,Spain,Germany,Greece,Germany,Spain,France,Germany,Male,42
105884,Spain,Germany,Greece,Great Britain/United Kingdom,Spain,Italy,Germany,Male,44
105885,Spain,Germany,None,France,Don't know,Italy,Germany,Female,37
105886,Spain,Don't know,Don't know,Germany,France,Spain,Germany,Female,61
105887,Spain,Spain,Greece,France,Spain,Spain,Germany,Female,51
105888,Spain,Don't know,Greece,Don't know,Don't know,Don't know,Don't know,Male,33
105889,Spain,Netherlands,France,Great Britain/United Kingdom,Portugal,Spain,Great Britain/United Kingdom,Female,50
105890,Spain,Finland,Don't know,France,Spain,Don't know,Don't know,Male,56
105891,Spain,France,Great Britain/United Kingdom,France,Spain,Spain,Germany,Female,76
105892,Spain,None,Spain,France,Spain,Spain,France,Female,25
105893,Spain,None,Spain,France,Portugal,Greece,Germany,Female,40
105894,Spain,Don't know,Spain,Germany,Italy,Don't know,Don't know,Male,34
105895,Spain,Don't know,Greece,Germany,Spain,None,None,Female,39
105896,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,52
105897,Spain,France,Spain,Don't know,Don't know,Don't know,Spain,Male,21
105898,Spain,Don't know,Refused,Spain,Don't know,Spain,Refused,Female,61
105899,Spain,Spain,Don't know,Don't know,Don't know,Spain,Don't know,Female,34
105900,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,66
105901,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,73
105902,Spain,Don't know,Greece,Germany,Spain,Italy,Germany,Female,46
105903,Spain,Denmark,Spain,Spain,Portugal,Don't know,Don't know,Male,35
105904,Spain,Netherlands,Italy,Spain,Don't know,Netherlands,Italy,Male,19
105905,Spain,France,Germany,Germany,Greece,France,Germany,Male,68
105906,Spain,Finland,Don't know,France,Spain,Spain,Don't know,Male,21
105907,Spain,Germany,Spain,Sweden,Spain,Poland,Great Britain/United Kingdom,Male,24
105908,Spain,France,Spain,Great Britain/United Kingdom,Italy,Belgium,Germany,Male,53
105909,Spain,Sweden,Italy,Great Britain/United Kingdom,Spain,Spain,Germany,Male,67
105910,Spain,Germany,Italy,France,Portugal,Don't know,Don't know,Male,66
105911,Spain,Sweden,Romania,France,Portugal,Spain,Germany,Male,39
105912,Spain,Germany,Spain,Germany,France,Spain,Germany,Female,47
105913,Spain,Spain,Don't know,Germany,Spain,Spain,France,Female,60
105914,Spain,None,None,Germany,Italy,Spain,Don't know,Female,25
105915,Spain,Denmark,Greece,France,Portugal,Don't know,Don't know,Male,63
105916,Spain,None,Greece,Germany,Spain,Portugal,Germany,Male,41
105917,Spain,Don't know,France,France,Greece,Don't know,Germany,Female,32
105918,Spain,Don't know,Greece,Germany,Don't know,None,Don't know,Female,58
105919,Spain,Germany,Greece,France,Greece,Spain,Italy,Male,64
105920,Spain,Finland,Don't know,France,Finland,Don't know,Don't know,Male,68
105921,Spain,Don't know,Romania,Germany,Spain,Netherlands,Germany,Male,47
105922,Spain,Great Britain/United Kingdom,Romania,France,Spain,Spain,Great Britain/United Kingdom,Male,25
105923,Spain,Germany,Portugal,Don't know,Germany,Don't know,Don't know,Male,84
105924,Spain,Germany,Greece,Great Britain/United Kingdom,Portugal,Spain,Great Britain/United Kingdom,Male,57
105925,Spain,None,Don't know,Don't know,Don't know,Don't know,Don't know,Female,37
105926,Spain,Sweden,Germany,Germany,Portugal,Spain,Germany,Male,45
105927,Spain,Sweden,Italy,Great Britain/United Kingdom,Portugal,Spain,Don't know,Male,27
105928,Spain,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Female,64
105929,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,44
105930,Spain,Germany,Italy,Don't know,Spain,Don't know,Don't know,Male,63
105931,Spain,Don't know,Germany,Germany,Don't know,Don't know,Germany,Female,46
105932,Spain,Finland,Italy,France,Denmark,Don't know,Don't know,Female,56
105933,Spain,Germany,Spain,France,Italy,Italy,Germany,Male,47
105934,Spain,Denmark,Don't know,Sweden,Portugal,Don't know,Hungary,Male,68
105935,Spain,Netherlands,Greece,Germany,Spain,France,Great Britain/United Kingdom,Male,45
105936,Spain,Don't know,Spain,Germany,Portugal,Portugal,Germany,Male,55
105937,Spain,Austria,France,Great Britain/United Kingdom,Netherlands,Don't know,Germany,Male,70
105938,Spain,Don't know,Germany,Don't know,Don't know,Don't know,Don't know,Female,65
105939,Spain,None,Don't know,Don't know,Don't know,Don't know,Don't know,Female,49
105940,Spain,Germany,Spain,Germany,Spain,Spain,Germany,Female,43
105941,Spain,Netherlands,Germany,Don't know,Don't know,Spain,Germany,Male,55
105942,Spain,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Female,28
105943,Spain,Don't know,Don't know,France,Spain,Spain,France,Female,65
105944,Spain,Don't know,Don't know,France,Don't know,Spain,Don't know,Female,65
105945,Spain,Finland,France,France,Don't know,Don't know,Don't know,Male,18
105946,Spain,Germany,Portugal,Great Britain/United Kingdom,Spain,Don't know,Don't know,Male,52
105947,Spain,Finland,Greece,Germany,Spain,Spain,Germany,Female,36
105948,Spain,France,Don't know,Great Britain/United Kingdom,France,Don't know,Don't know,Female,72
105949,Spain,Refused,Don't know,Spain,Refused,Don't know,Don't know,Female,52
105950,Spain,Germany,Spain,Don't know,Don't know,Don't know,Don't know,Female,55
105951,Spain,Don't know,Italy,Germany,Spain,Spain,Germany,Male,60
105952,Spain,Don't know,Spain,France,Refused,Spain,Refused,Female,60
105953,Spain,Sweden,Spain,Germany,France,Italy,Great Britain/United Kingdom,Male,36
105954,Spain,Finland,Greece,Germany,Spain,Spain,Germany,Male,59
105955,Spain,Don't know,Germany,Germany,Belgium,Portugal,Germany,Female,60
105956,Spain,Refused,Refused,Germany,Refused,Refused,Germany,Female,21
105957,Spain,France,Italy,France,Portugal,Greece,Germany,Female,73
105958,Spain,Germany,Italy,Germany,Spain,Spain,Germany,Female,61
105959,Spain,France,Refused,Refused,France,Spain,Refused,Male,66
105960,Spain,Denmark,Great Britain/United Kingdom,Great Britain/United Kingdom,Portugal,Sweden,Germany,Female,69
105961,Spain,Sweden,Spain,Spain,Sweden,Refused,Refused,Male,58
105962,Spain,Great Britain/United Kingdom,France,Germany,Poland,Finland,Great Britain/United Kingdom,Female,61
105963,Spain,Refused,Greece,France,Spain,Portugal,Germany,Male,65
105964,Spain,Don't know,Don't know,Germany,France,France,Don't know,Male,57
105965,Spain,Don't know,Don't know,Great Britain/United Kingdom,France,Netherlands,Don't know,Female,63
105966,Spain,France,Great Britain/United Kingdom,Germany,France,France,Great Britain/United Kingdom,Male,39
105967,Spain,Germany,Portugal,France,Spain,Spain,Germany,Male,34
105968,Spain,Finland,Italy,France,Portugal,Ireland,Germany,Female,49
105969,Spain,Netherlands,Greece,Germany,Netherlands,Spain,Germany,Male,46
105970,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,39
105971,Spain,France,Greece,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Male,59
105972,Spain,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Germany,France,Great Britain/United Kingdom,Male,56
105973,Spain,Denmark,Greece,France,Sweden,Spain,Great Britain/United Kingdom,Male,56
105974,Spain,Germany,Italy,Germany,Spain,Italy,France,Female,37
105975,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,53
105976,Spain,France,Greece,Germany,Portugal,Don't know,Don't know,Male,18
105977,Spain,None,Don't know,Don't know,Don't know,None,Don't know,Female,50
105978,Spain,Germany,Don't know,France,Spain,Spain,Latvia,Female,36
105979,Spain,None,France,France,Spain,Spain,Germany,Female,51
105980,Spain,Spain,Germany,Great Britain/United Kingdom,Spain,Spain,Germany,Female,48
105981,Spain,None,None,None,None,None,None,Male,31
105982,Spain,France,Great Britain/United Kingdom,France,Don't know,Don't know,Don't know,Male,61
105983,Spain,France,Greece,None,None,Don't know,Don't know,Male,47
105984,Spain,Germany,Italy,Don't know,Spain,Don't know,Don't know,Male,62
105985,Spain,Sweden,Italy,France,Poland,Don't know,Don't know,Male,51
105986,Spain,Germany,Greece,France,Spain,Italy,Germany,Female,64
105987,Spain,Don't know,Italy,France,Italy,Spain,Germany,Male,38
105988,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,40
105989,Spain,Sweden,Spain,France,Portugal,Portugal,Germany,Male,53
105990,Spain,Don't know,Don't know,Great Britain/United Kingdom,Spain,Don't know,Germany,Female,51
105991,Spain,Germany,Don't know,Great Britain/United Kingdom,Netherlands,Spain,Great Britain/United Kingdom,Female,70
105992,Spain,Great Britain/United Kingdom,Germany,Germany,Spain,France,Germany,Male,28
105993,Spain,France,Don't know,Don't know,Don't know,Don't know,Don't know,Female,52
105994,Spain,Don't know,France,France,Spain,Spain,Great Britain/United Kingdom,Female,61
105995,Spain,Germany,Italy,France,Portugal,Spain,France,Female,91
